"","Glycerol7a","Glycerol7b","Glycerol5a","Glycerol5b","logFC","logCPM","PValue","FDR_gly7_vs_gly5"
"MT1906",8.95395563743596,14.8344057049728,0,0,-3.4234735159683,4.77236100439004,0.500027532819042,1
"MT1907",71.6316450994876,74.1720285248638,25.4959658486636,53.496708521129,-0.878035074489398,6.3033051552978,0.286572449965133,0.932472729886546
"MT1908",80.5856007369236,89.0064342298365,38.2439487729954,0,-2.05291332085167,6.28256970633387,0.00786127079120551,0.159146067210598
"MT1910",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT1911",0,22.2516085574591,12.7479829243318,66.8708856514113,1.62032490198213,5.4254647895333,0.248680868454468,0.879464115648487
"MT1912",116.401423286667,81.5892313773502,127.479829243318,80.2450627816935,0.0974247006067239,6.91533224035218,1,1
"MT1913",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT1915",0,22.2516085574591,38.2439487729954,40.1225313908468,1.59031233012196,5.42425664722783,0.179795901520133,0.781235118434433
"MT1916",17.9079112748719,14.8344057049728,12.7479829243318,0,-1.16812229909027,5.01686438152122,0.625041295817921,1
"MT1917",53.7237338246157,59.337622819891,76.4878975459907,53.496708521129,0.196591722444162,6.32644979766703,0.838926151457897,1
"MT1918",134.309334561539,66.7548256723774,101.983863394654,80.2450627816935,-0.0988132258549224,6.85233570122952,0.999999999999999,1
"MT1919",98.4935120117955,140.926854197241,38.2439487729954,53.496708521129,-1.38669769297928,6.76930138601339,0.029017820826688,0.335223609979168
"MT1920",250.710757848207,274.436505541996,127.479829243318,173.864302693669,-0.805816727758982,7.86365189153062,0.0315137196824947,0.344427555916345
"MT1921",1029.70489830513,897.481545150852,535.415282821935,521.592908081008,-0.85921999994283,9.60035270854003,6.54423996181319e-05,0.00337929376578847
"MT1922",8.95395563743596,7.41720285248638,0,0,-2.90423656039059,4.63927394748216,0.500027532819042,1
"MT1923",17.9079112748719,14.8344057049728,12.7479829243318,26.7483542605645,0.253225044679624,5.23302716926833,1,1
"MT1924",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT1924.1",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT1925",116.401423286667,44.5032171149183,38.2439487729954,53.496708521129,-0.755936908475238,6.40402646432699,0.285403325205238,0.932472729886546
"MT1926",80.5856007369236,96.4236370823229,25.4959658486636,26.7483542605645,-1.72590609807457,6.37175944309136,0.0227433794596846,0.280396750916457
"MT1927",44.7697781871798,29.6688114099455,38.2439487729954,0,-0.864551785051429,5.63574169753023,0.570892576876218,1
"MT1928",35.8158225497438,37.0860142624319,0,13.3741771302823,-2.27949733029892,5.47296207083455,0.179795901520133,0.781235118434433
"MT1929",205.940979661027,148.344057049728,76.4878975459907,133.741771302823,-0.737512912138347,7.36527372092798,0.110959459455244,0.669538985181506
"MT1930",80.5856007369236,22.2516085574591,12.7479829243318,40.1225313908468,-0.894824617362306,5.90467482266786,0.378958306833255,0.992085560063841
"MT1931",53.7237338246157,66.7548256723774,0,13.3741771302823,-2.9971975534957,5.87187689576651,0.01297250444546,0.218023742165916
"MT1931.1",420.83591495949,600.793431051397,203.967726789309,133.741771302823,-1.5945930452045,8.55311504161399,8.46092818839424e-06,0.00056879787047639
"MT1932",250.710757848207,170.595665607187,38.2439487729954,106.993417042258,-1.51800008468972,7.40311545258825,0.00198382422783914,0.0565469257903268
"MT1933",134.309334561539,178.012868459673,25.4959658486636,53.496708521129,-1.9769739797258,6.98705376209982,0.00117514648458256,0.0359776238269394
"MT1934",420.83591495949,496.952591116587,178.471760940645,173.864302693669,-1.38211757408908,8.45310044037562,2.26685152127659e-05,0.00136894779157771
"MT1935",170.125157111283,281.853708394482,152.975795091981,106.993417042258,-0.808001271621171,7.67998480506311,0.0659791002143106,0.509127551659903
"MT1936",53.7237338246157,37.0860142624319,25.4959658486636,26.7483542605645,-0.745769602201338,5.83774002741831,0.424131797557751,1
"MT1940",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT1941",161.171201473847,170.595665607187,114.731846318986,53.496708521129,-0.960885403631433,7.23714430540327,0.0454818877471314,0.430989271391035
"MT1942",44.7697781871798,111.258042787296,50.9919316973272,26.7483542605645,-1.01292537423269,6.37531304950635,0.198739831830655,0.829449084539641
"MT1943",8.95395563743596,22.2516085574591,50.9919316973272,40.1225313908468,1.42526719305303,5.5875431645784,0.226704442648885,0.844041723258075
"MT1944",35.8158225497438,7.41720285248638,63.739914621659,53.496708521129,1.478064123479,5.81212272471114,0.118620623465965,0.669538985181506
"MT1945",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT1946",26.8618669123079,22.2516085574591,50.9919316973272,13.3741771302823,0.403356123289595,5.57631975860157,1,1
"MT1947",8.95395563743596,51.9204199674046,38.2439487729954,53.496708521129,0.491340170156393,5.84741468726069,0.633593396789072,1
"MT1948",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT1949",8.95395563743596,7.41720285248638,25.4959658486636,0,0.611206300319552,4.91107440741217,1,1
"MT1950",250.710757848207,170.595665607187,203.967726789309,267.483542605645,0.176810629549631,7.91179769103606,0.70217700909196,1
"MT1951",107.447467649231,59.337622819891,50.9919316973272,53.496708521129,-0.626962660225655,6.48398682904014,0.45520138224414,1
"MT1952",152.217245836411,89.0064342298365,114.731846318986,80.2450627816935,-0.269140568273619,7.02116721545493,0.66807281730341,1
"MT1953",26.8618669123079,22.2516085574591,50.9919316973272,40.1225313908468,0.87510700120193,5.72967808433293,0.424131797557751,1
"MT1954",17.9079112748719,22.2516085574591,0,0,-4.10562845130292,5.00824406569651,0.12504130036567,0.669538985181506
"MT1955",125.355378924103,89.0064342298365,76.4878975459907,40.1225313908468,-0.833727798731992,6.7287653890009,0.177028986051527,0.781235118434433
"MT1956",71.6316450994876,51.9204199674046,50.9919316973272,53.496708521129,-0.216069970203108,6.2752720788348,0.831913696071432,1
"MT1957",17.9079112748719,29.6688114099455,38.2439487729954,13.3741771302823,0.0963286205200089,5.49114734068193,1,1
"MT1959",134.309334561539,126.092448492268,254.959658486636,200.612656954234,0.808302358839752,7.59365722864933,0.0391330338468571,0.388387185505158
"MT1960",0,0,25.4959658486636,53.496708521129,5.01376363947186,5.15828573798178,0.0156430733870271,0.233198849007174
"MT1961",17.9079112748719,7.41720285248638,12.7479829243318,0,-0.787111911241127,4.90575102467394,1,1
"MT1962",35.8158225497438,37.0860142624319,63.739914621659,66.8708856514113,0.816851548813609,6.09527237665417,0.359537347994841,0.988439517996765
"MT1963",8.95395563743596,22.2516085574591,76.4878975459907,26.7483542605645,1.61506161455317,5.66480191513142,0.115349044765317,0.669538985181506
"MT1965",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT1966",152.217245836411,178.012868459673,203.967726789309,213.986834084516,0.327874328110402,7.67767208407019,0.440901160045049,1
"MT1968",17.9079112748719,22.2516085574591,12.7479829243318,0,-1.46923702653999,5.1195267738459,0.375068826363072,0.988439517996765
"MT1969",196.987024023591,178.012868459673,50.9919316973272,40.1225313908468,-2.00210990754174,7.1901660900599,0.000135003090626434,0.00641354682535981
"MT1970",53.7237338246157,44.5032171149183,76.4878975459907,0,-0.317918971684671,6.01739267528095,0.688473361972563,1
"MT1971",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT1972",8.95395563743596,14.8344057049728,0,13.3741771302823,-0.787074474237101,4.90292883343601,1,1
"MT1973",17.9079112748719,7.41720285248638,76.4878975459907,66.8708856514113,2.4442759442663,5.82257498135175,0.00740821126608109,0.153461957796784
"MT1974",80.5856007369236,96.4236370823229,50.9919316973272,80.2450627816935,-0.444101091877125,6.62995689058616,0.584977613588761,1
"MT1975",35.8158225497438,37.0860142624319,12.7479829243318,13.3741771302823,-1.40044589520955,5.55514943045807,0.343885483253089,0.988439517996765
"MT1976",662.592717170261,623.045039608856,777.626958384239,842.573159207782,0.335058083129727,9.5350578266175,0.107633709799899,0.666954622638328
"MT1977",53.7237338246157,74.1720285248638,76.4878975459907,53.496708521129,0.00786515352020378,6.40683300632608,0.999999999999999,1
"MT1979",35.8158225497438,7.41720285248638,0,13.3741771302823,-1.48660454476751,5.12680408616324,0.405196512706243,1
"MT1982",26.8618669123079,37.0860142624319,63.739914621659,26.7483542605645,0.477874225330558,5.85218840846824,0.60830685249555,1
"MT1983",26.8618669123079,37.0860142624319,0,0,-4.75191654841089,5.2989040815242,0.0156430733870271,0.233198849007174
"MT1985",0,7.41720285248638,12.7479829243318,13.3741771302823,1.43034516069058,4.7872040245374,1,1
"MT1987",26.8618669123079,7.41720285248638,76.4878975459907,80.2450627816935,2.1867102429342,5.95081127548832,0.0127658549860279,0.217630341221136
"MT1988",0,0,12.7479829243318,26.7483542605645,4.05773876853283,4.79674198288059,0.12504130036567,0.669538985181506
"MT1990",0,0,12.7479829243318,26.7483542605645,4.05773876853283,4.79674198288059,0.12504130036567,0.669538985181506
"MT1991",26.8618669123079,59.337622819891,12.7479829243318,0,-2.55298319500562,5.61370369462964,0.0782964930359056,0.554613130590321
"MT1992",8.95395563743596,7.41720285248638,0,26.7483542605645,0.611276320757693,4.91231179995218,1,1
"MT1993",0,14.8344057049728,0,13.3741771302823,-0.267807695706084,4.77833275469213,1,1
"MT1994",8.95395563743596,7.41720285248638,12.7479829243318,13.3741771302823,0.611213916429984,4.91169298991434,0.999999999999973,1
"MT1995",8.95395563743596,7.41720285248638,50.9919316973272,80.2450627816935,2.82851896990833,5.68344047243386,0.00342846441085788,0.0860254837738496
"MT1997",44.7697781871798,14.8344057049728,0,13.3741771302823,-1.94083576306093,5.31427904695085,0.142519068241871,0.721898407062821
"MT1998",26.8618669123079,14.8344057049728,50.9919316973272,53.496708521129,1.31192792228438,5.73827199917793,0.179733616936147,0.781235118434433
"MT1999",17.9079112748719,0,12.7479829243318,13.3741771302823,0.611184092860483,4.91514625765585,0.999999999999973,1
"MT2000",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT2002",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT2003",8.95395563743596,22.2516085574591,0,13.3741771302823,-1.16808486561903,5.01409353310484,0.625041295817921,1
"MT2004",17.9079112748719,44.5032171149183,38.2439487729954,40.1225313908468,0.261869281255462,5.7817833091382,0.790608046975771,1
"MT2005",17.9079112748719,7.41720285248638,12.7479829243318,26.7483542605645,0.634235432528766,5.13787106939082,0.68755161550945,1
"MT2006",0,14.8344057049728,0,26.7483542605645,0.628926126017479,4.90886275106476,1,1
"MT2007",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT2008",8.95395563743596,51.9204199674046,25.4959658486636,0,-1.2039594911117,5.47108380609667,0.582401597181527,1
"MT2012",17.9079112748719,7.41720285248638,25.4959658486636,13.3741771302823,0.634227817235803,5.13725856544919,0.68755161550945,1
"MT2014",26.8618669123079,22.2516085574591,38.2439487729954,13.3741771302823,0.0962988104646471,5.49431166565673,1,1
"MT2015",8.95395563743596,0,12.7479829243318,13.3741771302823,1.43031533420284,4.79071115546997,1,1
"MT2016",0,14.8344057049728,38.2439487729954,13.3741771302823,1.54673617222869,5.13914490223917,0.218827431789858,0.829449084539641
"MT2017",0,7.41720285248638,0,13.3741771302823,0.551293725601204,4.64531492259379,1,1
"MT2018",8.95395563743596,7.41720285248638,12.7479829243318,13.3741771302823,0.611213916429984,4.91169298991434,0.999999999999973,1
"MT2019",0,0,25.4959658486636,13.3741771302823,4.05773115323986,4.79611597597681,0.12504130036567,0.669538985181506
"MT2020",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT2022",0,7.41720285248638,0,13.3741771302823,0.551293725601204,4.64531492259379,1,1
"MT2023",8.95395563743596,7.41720285248638,0,0,-2.90423656039059,4.63927394748216,0.500027532819042,1
"MT2026",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT2028",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT2029",26.8618669123079,66.7548256723774,38.2439487729954,26.7483542605645,-0.553029545321138,5.94949520443619,0.812053421793217,1
"MT2030",17.9079112748719,29.6688114099455,0,26.7483542605645,-0.839156196174772,5.31350485542972,0.726622713122023,1
"MT2031",44.7697781871798,29.6688114099455,50.9919316973272,40.1225313908468,0.31382492767689,5.91609163519699,0.80370584537056,1
"MT2032",98.4935120117955,59.337622819891,76.4878975459907,80.2450627816935,0.0220347141070092,6.61493098842764,1,1
"MT2033",214.894935298463,207.681679869619,152.975795091981,80.2450627816935,-0.839164969137424,7.56883449454415,0.0528294906581101,0.471758083245229
"MT2034",223.848890935899,155.761259902214,50.9919316973272,53.496708521129,-1.81867315398687,7.22318731364586,0.00039821863573558,0.0149352947276407
"MT2035",71.6316450994876,7.41720285248638,25.4959658486636,13.3741771302823,-0.915871032851822,5.64555354980945,0.497874143646902,1
"MT2036",8.95395563743596,29.6688114099455,25.4959658486636,0,-0.583619940501499,5.22006037387386,1,1
"MT2037",17.9079112748719,14.8344057049728,0,26.7483542605645,-0.289055630882002,5.12928838394661,1,1
"MT2038",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT2039",44.7697781871798,7.41720285248638,25.4959658486636,13.3741771302823,-0.320045251312196,5.4141842642803,1,1
"MT2040",8.95395563743596,14.8344057049728,12.7479829243318,0,-0.787082091205375,4.90231321720812,1,1
"MT2041",116.401423286667,74.1720285248638,38.2439487729954,80.2450627816935,-0.659038189761112,6.63304913437165,0.299458274254377,0.946246322438095
"MT2042",17.9079112748719,7.41720285248638,38.2439487729954,66.8708856514113,1.9940904622977,5.60008334310693,0.038636344301432,0.388387185505158
"MT2042.1",44.7697781871798,22.2516085574591,0,26.7483542605645,-1.2420306856098,5.48485077141211,0.369865557636551,0.988439517996765
"MT2043",26.8618669123079,29.6688114099455,12.7479829243318,13.3741771302823,-1.05146323456626,5.39950334439761,0.507920883619586,1
"MT2044",17.9079112748719,0,0,40.1225313908468,1.13100000595763,5.03606767404719,0.742041501553058,1
"MT2045.1",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT2046",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT2047",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT2048",80.5856007369236,74.1720285248638,50.9919316973272,26.7483542605645,-0.95478970076665,6.34587405412146,0.210329176705418,0.829449084539641
"MT2049",8.95395563743596,22.2516085574591,12.7479829243318,0,-1.1680924825873,5.013482905194,0.625041295817921,1
"MT2050",0,14.8344057049728,0,13.3741771302823,-0.267807695706084,4.77833275469213,1,1
"MT2052",8.95395563743596,14.8344057049728,12.7479829243318,53.496708521129,1.34008693663102,5.33662609377977,0.308958378052878,0.954743019082743
"MT2053",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT2054",8.95395563743596,22.2516085574591,12.7479829243318,0,-1.1680924825873,5.013482905194,0.625041295817921,1
"MT2055",0,14.8344057049728,0,13.3741771302823,-0.267807695706084,4.77833275469213,1,1
"MT2056",17.9079112748719,0,0,26.7483542605645,0.594435648609503,4.91576618131447,1,1
"MT2057",17.9079112748719,29.6688114099455,12.7479829243318,13.3741771302823,-0.839163812325393,5.31290474699247,0.726622713122023,1
"MT2058",35.8158225497438,7.41720285248638,38.2439487729954,0,-0.087540233584023,5.32716843270707,1,1
"MT2059",0,14.8344057049728,25.4959658486636,0,0.61961908103297,4.90762758140417,1,1
"MT2060",44.7697781871798,0,101.983863394654,80.2450627816935,2.09723914914667,6.12893732393539,0.0103847117135355,0.193721088143073
"MT2061",17.9079112748719,22.2516085574591,25.4959658486636,13.3741771302823,-0.0478972980630573,5.32126362930018,1,1
"MT2062",35.8158225497438,22.2516085574591,114.731846318986,80.2450627816935,1.74168423981532,6.27297767344293,0.0106697878626118,0.195961103889102
"MT2063",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT2064",8.95395563743596,0,12.7479829243318,13.3741771302823,1.43031533420284,4.79071115546997,1,1
"MT2065",26.8618669123079,22.2516085574591,25.4959658486636,40.1225313908468,0.404984986230923,5.57750840484223,1,1
"MT2066",8.95395563743596,14.8344057049728,12.7479829243318,0,-0.787082091205375,4.90231321720812,1,1
"MT2067",8.95395563743596,0,0,13.3741771302823,0.551263899113471,4.64886753192937,1,1
"MT2068",8.95395563743596,0,0,13.3741771302823,0.551263899113471,4.64886753192937,1,1
"MT2071",17.9079112748719,29.6688114099455,63.739914621659,13.3741771302823,0.660558887969461,5.65116179561209,0.791225585259548,1
"MT2074",17.9079112748719,7.41720285248638,12.7479829243318,66.8708856514113,1.58815688393756,5.43192984467148,0.228280883711419,0.846549727262747
"MT2075",26.8618669123079,0,12.7479829243318,0,-0.819405217605035,4.9091941480022,0.653847935779532,1
"MT2076",8.95395563743596,7.41720285248638,38.2439487729954,53.496708521129,2.32552215195722,5.43646122079424,0.0391089705841997,0.388387185505158
"MT2077",17.9079112748719,29.6688114099455,38.2439487729954,13.3741771302823,0.0963286205200089,5.49114734068193,1,1
"MT2078",0,14.8344057049728,12.7479829243318,53.496708521129,1.86858620573563,5.24464348124796,0.152154311003633,0.74467831058509
"MT2079",8.95395563743596,14.8344057049728,25.4959658486636,0,0.0922500486800216,5.02212624669928,1,1
"MT2080",17.9079112748719,22.2516085574591,25.4959658486636,0,-0.590185590592773,5.22334750678937,1,1
"MT2081",35.8158225497438,14.8344057049728,0,26.7483542605645,-0.844705552372444,5.31999312793473,0.738587742120074,1
"MT2082",107.447467649231,96.4236370823229,63.739914621659,147.115948433105,0.0420310444902114,6.94222770198829,1,1
"MT2083",8.95395563743596,0,0,26.7483542605645,1.42772036108164,4.79133522488981,1,1
"MT2084",17.9079112748719,14.8344057049728,25.4959658486636,13.3741771302823,0.253217429386661,5.23241965379493,1,1
"MT2085",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT2086",26.8618669123079,7.41720285248638,38.2439487729954,13.3741771302823,0.644222568758066,5.33291794669466,0.729720213867757,1
"MT2087",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT2089",53.7237338246157,89.0064342298365,38.2439487729954,0,-1.82875329680608,6.14224169194387,0.0421030633843389,0.412124216589009
"MT2091",17.9079112748719,7.41720285248638,0,0,-3.42350333600406,4.77584225603417,0.500027532819042,1
"MT2092",0,7.41720285248638,12.7479829243318,26.7483542605645,1.97263345240282,4.91765412912831,0.375068826363072,0.988439517996765
"MT2093",0,22.2516085574591,89.2358804703225,66.8708856514113,2.56780247961439,5.88422222862348,0.00419645241955006,0.100180755548936
"MT2094",0,7.41720285248638,38.2439487729954,0,1.97679536797231,4.91641300187563,0.44346537269966,1
"MT2095",8.95395563743596,0,50.9919316973272,53.496708521129,3.33245104455608,5.44486229470241,0.021518264464458,0.275002722915878
"MT2096",17.9079112748719,29.6688114099455,25.4959658486636,13.3741771302823,-0.296883135906109,5.40456544833927,0.999999999999966,1
"MT2097",0,44.5032171149183,38.2439487729954,93.6192399119758,1.41097592893174,5.92694470808856,0.134534669332315,0.694923914004366
"MT2098",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT2100",0,14.8344057049728,12.7479829243318,0,-0.267815312674358,4.77771316669194,1,1
"MT2101",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT2102",17.9079112748719,14.8344057049728,63.739914621659,13.3741771302823,1.20419864858922,5.50759466484795,0.38068477799329,0.993641045839556
"MT2103",35.8158225497438,7.41720285248638,38.2439487729954,147.115948433105,2.0935458532175,6.12896681791283,0.0308075166548051,0.34352988314953
"MT2105",44.7697781871798,44.5032171149183,63.739914621659,53.496708521129,0.387061870522746,6.13863636788484,0.6477804239371,1
"MT2106",35.8158225497438,37.0860142624319,12.7479829243318,13.3741771302823,-1.40044589520955,5.55514943045807,0.343885483253089,0.988439517996765
"MT2107",35.8158225497438,44.5032171149183,50.9919316973272,13.3741771302823,-0.303381414939485,5.83901176751252,0.792410719333631,1
"MT2108",232.802846573335,326.356925509401,254.959658486636,307.606073996492,-0.00976301149217239,8.23393907043811,1,1
"MT2109",35.8158225497438,14.8344057049728,12.7479829243318,0,-1.71828248510889,5.22147902647307,0.218827431789858,0.829449084539641
"MT2110",0,14.8344057049728,25.4959658486636,13.3741771302823,1.15352441580257,5.02801795602458,0.375068826363072,0.988439517996765
"MT2111",62.6776894620517,59.337622819891,140.22781216765,66.8708856514113,0.765591651650593,6.63139459563793,0.16859139116203,0.781235118434433
"MT2112",44.7697781871798,37.0860142624319,165.723778016313,106.993417042258,1.72474760470519,6.66179767178602,0.00277907678155477,0.0724302008687136
"MT2113",53.7237338246157,51.9204199674046,127.479829243318,66.8708856514113,0.87626061450141,6.51745613300236,0.197494429752009,0.829107836859058
"MT2114",44.7697781871798,51.9204199674046,38.2439487729954,26.7483542605645,-0.559304327732442,5.95524818240564,0.629222152366579,1
"MT2119",35.8158225497438,59.337622819891,12.7479829243318,26.7483542605645,-1.261157240898,5.82410884116452,0.179733616936147,0.781235118434433
"MT2120",17.9079112748719,22.2516085574591,25.4959658486636,26.7483542605645,0.34532207279857,5.41344970955166,0.999999999999966,1
"MT2121",62.6776894620517,111.258042787296,114.731846318986,53.496708521129,-0.066456557205375,6.73859852029435,1,1
"MT2123",17.9079112748719,7.41720285248638,0,13.3741771302823,-0.787104294272854,4.90636774809813,1,1
"MT2124",53.7237338246157,37.0860142624319,38.2439487729954,53.496708521129,0.0330385860449894,6.02721547579183,1,1
"MT2125",26.8618669123079,7.41720285248638,12.7479829243318,26.7483542605645,0.253195227561002,5.23633262615311,1,1
"MT2126",53.7237338246157,51.9204199674046,25.4959658486636,26.7483542605645,-0.980685935664777,5.95053582396849,0.301959603876541,0.946246322438095
"MT2127",53.7237338246157,111.258042787296,25.4959658486636,26.7483542605645,-1.64987426962234,6.32405731082923,0.0488896531824178,0.453643387027632
"MT2128",44.7697781871798,44.5032171149183,38.2439487729954,40.1225313908468,-0.182934305377186,5.96342540732597,0.999999999999999,1
"MT2129",53.7237338246157,14.8344057049728,38.2439487729954,26.7483542605645,-0.00404926020079377,5.7222908407544,1,1
"MT2130",0,37.0860142624319,12.7479829243318,0,-1.42267052406273,5.11287682521975,0.452998698530503,1
"MT2131",8.95395563743596,14.8344057049728,25.4959658486636,13.3741771302823,0.634257637271555,5.1339047594211,0.68755161550945,1
"MT2132",17.9079112748719,29.6688114099455,0,13.3741771302823,-1.71821524741477,5.21551776452507,0.218827431789858,0.829449084539641
"MT2133",0,0,12.7479829243318,26.7483542605645,4.05773876853283,4.79674198288059,0.12504130036567,0.669538985181506
"MT2134",71.6316450994876,66.7548256723774,38.2439487729954,53.496708521129,-0.581019899135758,6.31040008582849,0.405173097258019,1
"MT2135",89.5395563743596,37.0860142624319,0,26.7483542605645,-2.13584509760099,5.94687254150215,0.0602763905733821,0.496236379556114
"MT2136",0,7.41720285248638,0,13.3741771302823,0.551293725601204,4.64531492259379,1,1
"MT2137",8.95395563743596,14.8344057049728,12.7479829243318,0,-0.787082091205375,4.90231321720812,1,1
"MT2138.2",0,14.8344057049728,12.7479829243318,0,-0.267815312674358,4.77771316669194,1,1
"MT2140",26.8618669123079,29.6688114099455,38.2439487729954,40.1225313908468,0.446842315283584,5.72170070092891,0.774488563935263,1
"MT2141",107.447467649231,51.9204199674046,12.7479829243318,53.496708521129,-1.22087229691194,6.30679360689202,0.132725349243197,0.694923914004366
"MT2142",17.9079112748719,7.41720285248638,0,0,-3.42350333600406,4.77584225603417,0.500027532819042,1
"MT2143",116.401423286667,59.337622819891,0,53.496708521129,-1.67311548039022,6.34337598070529,0.066805747457671,0.512100958881479
"MT2144",71.6316450994876,44.5032171149183,12.7479829243318,13.3741771302823,-2.02075768136145,5.88529039761063,0.0352296771629796,0.368103635576822
"MT2145",44.7697781871798,51.9204199674046,25.4959658486636,26.7483542605645,-0.867975275444817,5.89243776850383,0.301959603876541,0.946246322438095
"MT2146",26.8618669123079,37.0860142624319,25.4959658486636,40.1225313908468,0.00771253702136401,5.71374793220546,1,1
"MT2147",0,22.2516085574591,25.4959658486636,13.3741771302823,0.634287456691396,5.13055560979234,0.68755161550945,1
"MT2149",17.9079112748719,22.2516085574591,63.739914621659,26.7483542605645,1.12404910583072,5.65981712078533,0.391617604611221,0.998092650378957
"MT2150",0,0,12.7479829243318,26.7483542605645,4.05773876853283,4.79674198288059,0.12504130036567,0.669538985181506
"MT2151",8.95395563743596,14.8344057049728,0,13.3741771302823,-0.787074474237101,4.90292883343601,1,1
"MT2152",179.079112748719,126.092448492268,140.22781216765,200.612656954234,0.172097424788617,7.48814521973144,0.727550321065337,1
"MT2153",62.6776894620517,103.840839934809,76.4878975459907,173.864302693669,0.544660322327596,6.92405470008561,0.323689269728057,0.978205994945775
"MT2154",53.7237338246157,126.092448492268,101.983863394654,0,-0.802797261529598,6.57283237601576,0.33968678748767,0.988439517996765
"MT2155",116.401423286667,59.337622819891,114.731846318986,254.109365475363,1.08178151992575,7.21256027526127,0.0356788384707137,0.371706729447815
"MT2156",53.7237338246157,22.2516085574591,12.7479829243318,0,-2.29090116931036,5.47865606386156,0.0840082876473134,0.581191822605233
"MT2157",53.7237338246157,74.1720285248638,38.2439487729954,66.8708856514113,-0.307147318520653,6.31275437609839,0.67841060579714,1
"MT2158",134.309334561539,89.0064342298365,165.723778016313,320.980251126774,1.12794263550627,7.55779865239564,0.0138416861746846,0.223158044526702
"MT2159",0,0,12.7479829243318,13.3741771302823,3.51545047682058,4.65431223859196,0.500027532819042,1
"MT2160",116.401423286667,66.7548256723774,127.479829243318,133.741771302823,0.538753410668253,6.99445829913261,0.303099864017512,0.948101239983742
"MT2160.1",8.95395563743596,7.41720285248638,0,13.3741771302823,-0.267837518659389,4.78182465215748,1,1
"MT2161",161.171201473847,326.356925509401,127.479829243318,133.741771302823,-0.916878940258989,7.75171661096048,0.0533276881578363,0.473831802759029
"MT2162",89.5395563743596,96.4236370823229,50.9919316973272,53.496708521129,-0.822549789118364,6.58471214809942,0.265313899034512,0.904360800365459
"MT2163",53.7237338246157,22.2516085574591,38.2439487729954,40.1225313908468,0.0973905722130728,5.85387579242196,1,1
"MT2167",0,14.8344057049728,12.7479829243318,0,-0.267815312674358,4.77771316669194,1,1
"MT2169",116.401423286667,59.337622819891,101.983863394654,66.8708856514113,-0.0136309343686671,6.72262030854339,0.999999999999999,1
"MT2170",89.5395563743596,96.4236370823229,140.22781216765,66.8708856514113,0.160060126221915,6.88085294666151,0.877308349514085,1
"MT2171",26.8618669123079,0,12.7479829243318,0,-0.819194497040762,4.9091941480022,0.653633208860077,1
"MT2172",53.7237338246157,51.9204199674046,63.739914621659,66.8708856514113,0.301111461077467,6.28484980815396,0.677834584136885,1
"MT2173",17.9079112748719,29.6688114099455,25.4959658486636,13.3741771302823,-0.296883135906109,5.40456544833927,0.999999999999966,1
"MT2174",44.7697781871798,44.5032171149183,38.2439487729954,53.496708521129,0.0330683803002085,6.0243600108963,1,1
"MT2175",250.710757848207,318.939722656914,509.919316973272,427.973668169032,0.706980358253536,8.60769043617809,0.0131407725979574,0.218787723208048
"MT2176",17.9079112748719,0,0,13.3741771302823,-0.26786734222889,4.78532224149096,1,1
